PERSON_ID,DISPLAY_FIRST_LAST,name,url,bbref_id
201582,Alexis Ajinca,Alexis Ajinça,https://www.basketball-reference.com/players/a/ajincal01.html,ajincal01
101149,Martynas Andriuskevicius,Martynas Andriuškevičius,https://www.basketball-reference.com/players/a/andrima01.html,andrima01
203544,Pero Antic,Pero Antić,https://www.basketball-reference.com/players/a/anticpe01.html,anticpe01
2737,Rafael Araujo,Rafael Araújo,https://www.basketball-reference.com/players/a/araujra01.html,araujra01
201600,Omer Asik,Ömer Aşık,https://www.basketball-reference.com/players/a/asikom01.html,asikom01
202970,Gustavo Ayon,Gustavo Ayón,https://www.basketball-reference.com/players/a/ayongu01.html,ayongu01
76079,Milos Babic,Miloš Babić,https://www.basketball-reference.com/players/b/babicmi01.html,babicmi01
2053,Dalibor Bagaric,Dalibor Bagarić,https://www.basketball-reference.com/players/b/bagarda01.html,bagarda01
1629541,Dairis Bertans,Dairis Bertāns,https://www.basketball-reference.com/players/b/bertada02.html,bertada02
202722,Davis Bertans,Dāvis Bertāns,https://www.basketball-reference.com/players/b/bertada01.html,bertada01
2740,Andris Biedrins,Andris Biedriņš,https://www.basketball-reference.com/players/b/biedran01.html,biedran01
